date,_label_nic_down:1,_label_tc_delay:1,_label_vdb_hack:1,contCmd_AbortMigration:02759,contCmd_AddCombGroup:04264,contCmd_EndMigration:02787,contCmd_RemCombIntern:02339,contCmd_SetCombState:02697,contCmd_StartMigration:02731,contCombMngr_UpdateAllCombFirstAccess:00713,contCombMngr_UpdateAllCombFirstAccess:00724,contNet_DisconnectedNotif:01678,contNet_OscillationNotif:01786,contTgt_ConnectedNotif:00845,contTgt_DisconnectedNotif:00896,contTgt_SendDegradeRequest:00953,contTgt_SendDegradeRequest:00982,ioh_NewRequest:05796,ioh_NewRequest:06219,ioh_NewRequest:06481,netMsgSndSync_Wait:00305,netPath_IsKaNeeded:01858,netPath_RcvLoop_CK:01308,netPath_RcvLoop_CK:01329,netPath_RcvLoop_CK:01359,phyComb_CleanToothList:03791,phy_FreeComb:00523,raidComb_CheckDegradePermit:01795,raidComb_EndMigrateInter:03439,raidComb_GetRemoteDrl:01651,raidComb_GetRemoteDrl:01669,raidComb_Init:00462,raidComb_ResetRemoteDrl:09431,raidComb_SendMdmCombState:00920,raidComb_SendMdmCombState:00944,raidComb_SendMdmCombState:01028,raidComb_SendMdmCombState:01053,raidComb_SendSyncedCleanToothListToSec:10914,raidComb_SetCombState:01195,raidComb_SetPriTgtGenNum:02809,raidComb_ShouldTryAgain:06987,raidComb_UpdateWriteError:01874,raidComb_WaitForRemoteResponse:06389,raidComb_WaitForRemoteResponse:06418,raidMigrate_Start:00425,raidRebuild_Start:00389,raidRebuild_Start:00823,raidRebuild_Start:00982,,IO_LONG_30,REMOTE_IS_UNREACHABLE,Latency_172.18.158.42,IO_LONG_120,IO_SUBMIT_EXCEEDED_LIMIT,SCHEDULER_STUCK,ASYNC_IO_CK_EXCEEDED_LIMIT,IO_LONG_60,RPC_SEND_LINGERED_5SEC,MDM_IS_UNREACHABLE,WRITE_KA_CAUSED_DISCONNECT,SND_ERR_NOT_CONNECTED,IO_TIMEDOUT,RCV_MSG_RPC_NOT_FOUND,RPC_LINGERED_3SEC,CONNECTION_DOWN,IO_LONG_15,RCV_SOCK_IO_ERR,KA_CAUSED_DISCONNECT,NET_CHAN_REJECTED_MSG,RCV_ERR,IO_LONG_1,CON_SND_MSG_ABORTED,IO_LONG_5,RPC_TIMED_OUT,SND_ERR,DROPPED_REQUESTS,RPC_LINGERED_1SEC,NET_CHAN_ESTABLISH_ERROR,Latency_172.16.158.32,SOCKET_DOWN,RCV_TIMEOUT,NET_CHAN_UPDATED,MESSAGE_PEER_ID_MISMATCH,SND_TIMEOUT,NET_CON_CK_EXCEEDED_LIMIT,SND_SOCK_IO_ERR,IO_RETRY_10,SOCKET_CK_EXCEEDED_LIMIT,MALLOC_FAILED,dev_sda_tps,dev_sda_rd_sec,dev_sda_wr_sec,dev_sda_avgrq-sz,dev_sda_avgqu-sz,dev_sda_await,dev_sda_svctm,dev_sda_util-percent,dev_sdb_tps,dev_sdb_rd_sec,dev_sdb_wr_sec,dev_sdb_avgrq-sz,dev_sdb_avgqu-sz,dev_sdb_await,dev_sdb_svctm,dev_sdb_util-percent,dev_sdc_tps,dev_sdc_rd_sec,dev_sdc_wr_sec,dev_sdc_avgrq-sz,dev_sdc_avgqu-sz,dev_sdc_await,dev_sdc_svctm,dev_sdc_util-percent,dev_sdd_tps,dev_sdd_rd_sec,dev_sdd_wr_sec,dev_sdd_avgrq-sz,dev_sdd_avgqu-sz,dev_sdd_await,dev_sdd_svctm,dev_sdd_util-percent,dev_sde_tps,dev_sde_rd_sec,dev_sde_wr_sec,dev_sde_avgrq-sz,dev_sde_avgqu-sz,dev_sde_await,dev_sde_svctm,dev_sde_util-percent,dev_sdh_tps,dev_sdh_rd_sec,dev_sdh_wr_sec,dev_sdh_avgrq-sz,dev_sdh_avgqu-sz,dev_sdh_await,dev_sdh_svctm,dev_sdh_util-percent,dev_sdg_tps,dev_sdg_rd_sec,dev_sdg_wr_sec,dev_sdg_avgrq-sz,dev_sdg_avgqu-sz,dev_sdg_await,dev_sdg_svctm,dev_sdg_util-percent,dev_sdj_tps,dev_sdj_rd_sec,dev_sdj_wr_sec,dev_sdj_avgrq-sz,dev_sdj_avgqu-sz,dev_sdj_await,dev_sdj_svctm,dev_sdj_util-percent,dev_sdi_tps,dev_sdi_rd_sec,dev_sdi_wr_sec,dev_sdi_avgrq-sz,dev_sdi_avgqu-sz,dev_sdi_await,dev_sdi_svctm,dev_sdi_util-percent,dev_sdf_tps,dev_sdf_rd_sec,dev_sdf_wr_sec,dev_sdf_avgrq-sz,dev_sdf_avgqu-sz,dev_sdf_await,dev_sdf_svctm,dev_sdf_util-percent,dev_sdk_tps,dev_sdk_rd_sec,dev_sdk_wr_sec,dev_sdk_avgrq-sz,dev_sdk_avgqu-sz,dev_sdk_await,dev_sdk_svctm,dev_sdk_util-percent,memfree,memused,memused-percent,buffers,cached,commit,commit-percent,active,inactive,dirty,cpu_all_usr,cpu_all_nice,cpu_all_sys,cpu_all_iowait,cpu_all_steal,cpu_all_irq,cpu_all_soft,cpu_all_guest,cpu_all_gnice,cpu_all_idle,iface_enp2s0f0_rxpck,iface_enp2s0f0_txpck,iface_enp2s0f0_rxkB,iface_enp2s0f0_txkB,iface_enp2s0f0_rxcmp,iface_enp2s0f0_txcmp,iface_enp2s0f0_rxmcst,iface_enp2s0f1_rxpck,iface_enp2s0f1_txpck,iface_enp2s0f1_rxkB,iface_enp2s0f1_txkB,iface_enp2s0f1_rxcmp,iface_enp2s0f1_txcmp,iface_enp2s0f1_rxmcst,iface_enp2s0f2_rxpck,iface_enp2s0f2_txpck,iface_enp2s0f2_rxkB,iface_enp2s0f2_txkB,iface_enp2s0f2_rxcmp,iface_enp2s0f2_txcmp,iface_enp2s0f2_rxmcst,iface_enp2s0f3_rxpck,iface_enp2s0f3_txpck,iface_enp2s0f3_rxkB,iface_enp2s0f3_txkB,iface_enp2s0f3_rxcmp,iface_enp2s0f3_txcmp,iface_enp2s0f3_rxmcst,iface_enp6s0f0_rxpck,iface_enp6s0f0_txpck,iface_enp6s0f0_rxkB,iface_enp6s0f0_txkB,iface_enp6s0f0_rxcmp,iface_enp6s0f0_txcmp,iface_enp6s0f0_rxmcst,iface_enp6s0f1_rxpck,iface_enp6s0f1_txpck,iface_enp6s0f1_rxkB,iface_enp6s0f1_txkB,iface_enp6s0f1_rxcmp,iface_enp6s0f1_txcmp,iface_enp6s0f1_rxmcst,iface_enp131s0f0_rxpck,iface_enp131s0f0_txpck,iface_enp131s0f0_rxkB,iface_enp131s0f0_txkB,iface_enp131s0f0_rxcmp,iface_enp131s0f0_txcmp,iface_enp131s0f0_rxmcst,iface_enp131s0f1_rxpck,iface_enp131s0f1_txpck,iface_enp131s0f1_rxkB,iface_enp131s0f1_txkB,iface_enp131s0f1_rxcmp,iface_enp131s0f1_txcmp,iface_enp131s0f1_rxmcst
10/04 17:33:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,25635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35395,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,26164.0,24558.0,277.17,12.43,63.2,5.47,100.1,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,168.0,15540.0,31280.0,278.69,5.98,41.74,5.83,98.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,160.0,21844.0,20884.0,267.05,11.5,105.91,6.26,100.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62711640,2882548,4.39,105580,752504,1311976,1.97,1127468,270972,420,0.3,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,99.42,12.0,13.0,2.17,8.73,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0,121.0,49.37,18.52,0.0,0.0,0.0,1689.0,1835.0,5770.12,13143.65,0.0,0.0,0.0,4716.0,4402.0,27220.46,31834.27,0.0,0.0,0.0,1636.0,1968.0,5330.64,14523.96,0.0,0.0,0.0
10/04 17:33:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,25635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35395,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,23220.0,25704.0,264.45,10.26,65.96,5.41,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,23078.0,22376.0,251.13,7.27,39.33,5.3,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,27870.0,28288.0,315.49,10.71,52.75,5.62,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62711968,2882220,4.39,105580,752580,1311784,1.97,1127148,271000,496,0.28,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,99.42,15.0,13.0,2.34,8.73,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0,120.0,49.87,18.23,0.0,0.0,0.0,1698.0,1976.0,5633.86,14544.23,0.0,0.0,0.0,4884.0,5306.0,26541.35,37981.43,0.0,0.0,0.0,1606.0,1688.0,5446.52,11953.98,0.0,0.0,0.0
10/04 17:33:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,118724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43674,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,24924.0,28132.0,321.55,13.62,54.28,6.07,100.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,12652.0,13872.0,294.71,1.84,23.87,7.08,63.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,18200.0,17034.0,301.15,5.01,41.68,7.16,83.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62713068,2881120,4.39,105588,752660,1312200,1.97,1127124,271028,532,0.33,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,99.47,14.0,13.0,2.35,8.67,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0,119.0,49.01,17.91,0.0,0.0,0.0,1514.0,1209.0,5429.08,8241.67,0.0,0.0,0.0,3458.0,3836.0,17019.99,27825.92,0.0,0.0,0.0,1520.0,1290.0,5301.63,8870.16,0.0,0.0,0.0
10/04 17:33:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,118724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43674,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,22770.0,31868.0,278.77,11.51,83.08,5.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,20418.0,31950.0,306.25,9.94,59.0,5.74,98.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,18186.0,23756.0,279.61,8.24,50.55,6.25,93.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62714340,2879848,4.39,105588,752736,1311400,1.97,1127016,271060,608,0.3,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,99.42,16.0,15.0,2.48,9.07,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,118.0,47.81,18.12,0.0,0.0,0.0,1736.0,1987.0,6170.32,14569.5,0.0,0.0,0.0,5161.0,4484.0,30392.06,31015.1,0.0,0.0,0.0,1697.0,2045.0,5297.28,15151.96,0.0,0.0,0.0
10/04 17:33:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,118724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43674,0,0,0,0,0,0,0,0,0,0,17.0,0.0,320.0,18.82,0.87,51.06,7.24,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,26986.0,25078.0,311.76,11.73,63.56,5.99,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,21520.0,23060.0,293.29,4.65,30.57,5.2,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,18366.0,26536.0,323.04,6.94,48.63,6.29,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62713164,2881024,4.39,105596,752812,1311672,1.97,1127132,271076,560,0.25,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.0,99.45,16.0,16.0,2.61,11.08,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.0,118.0,48.57,17.91,0.0,0.0,0.0,1642.0,1821.0,5540.4,13305.24,0.0,0.0,0.0,4921.0,4816.0,28362.49,33781.12,0.0,0.0,0.0,1546.0,1982.0,4557.11,14871.38,0.0,0.0,0.0
10/04 17:34:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,162152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60969,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,18722.0,24020.0,303.13,13.16,64.4,7.09,100.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,101.0,16266.0,15104.0,310.59,1.71,17.06,5.91,59.7,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,138.0,13464.0,22858.0,263.2,4.68,36.93,6.36,87.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62713244,2880944,4.39,105596,752888,1311744,1.97,1127092,271104,636,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,99.5,17.0,13.0,2.46,8.73,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.0,121.0,49.01,18.52,0.0,0.0,0.0,1628.0,1463.0,6068.74,10138.18,0.0,0.0,0.0,3687.0,3473.0,19727.02,24280.26,0.0,0.0,0.0,1458.0,1362.0,4713.83,9607.02,0.0,0.0,0.0
10/04 17:34:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,162152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60969,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,19664.0,25934.0,303.99,11.27,64.87,6.67,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,27708.0,25282.0,283.37,9.95,44.52,5.23,97.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,17840.0,28110.0,288.99,7.42,47.21,5.86,93.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62711604,2882584,4.39,105596,752964,1312228,1.97,1127604,271136,712,0.25,0.0,0.23,0.0,0.0,0.0,0.03,0.0,0.0,99.5,15.0,12.0,2.34,8.5,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,115.0,47.01,17.43,0.0,0.0,0.0,1739.0,1914.0,6543.26,14033.5,0.0,0.0,0.0,4749.0,4746.0,26654.17,33131.57,0.0,0.0,0.0,1477.0,1732.0,3850.06,12680.42,0.0,0.0,0.0
10/04 17:34:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,81851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,91076,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,20608.0,24486.0,290.93,13.55,54.17,6.45,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,22972.0,26132.0,301.25,5.89,33.64,5.73,93.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,16058.0,27190.0,279.02,8.88,51.68,6.45,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62712592,2881596,4.39,105608,753040,1311144,1.97,1127984,271160,772,0.25,0.0,0.28,0.0,0.0,0.0,0.03,0.0,0.0,99.45,17.0,14.0,2.66,10.62,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0,114.0,47.42,17.16,0.0,0.0,0.0,1903.0,1945.0,7773.0,13671.65,0.0,0.0,0.0,4815.0,4382.0,27732.82,30409.0,0.0,0.0,0.0,1970.0,1958.0,8131.71,13985.32,0.0,0.0,0.0
10/04 17:34:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,81851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91076,0,0,0,0,0,0,0,0,0,0,1.0,0.0,8.0,8.0,0.01,7.0,7.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,19538.0,32066.0,283.54,13.47,42.97,5.49,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,28360.0,30828.0,285.93,11.27,53.44,4.83,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,17242.0,22254.0,274.28,5.05,32.96,6.03,86.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62712016,2882172,4.39,105608,753120,1310920,1.97,1127984,271196,852,0.33,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,99.4,19.0,14.0,2.78,9.91,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,116.0,47.67,17.51,0.0,0.0,0.0,1800.0,2236.0,6434.07,16607.28,0.0,0.0,0.0,5227.0,4721.0,30915.3,32941.67,0.0,0.0,0.0,1616.0,2012.0,4963.87,14872.82,0.0,0.0,0.0
10/04 17:34:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,81851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91076,0,0,0,0,0,0,0,0,0,0,5.0,0.0,264.0,52.8,0.1,21.2,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,28908.0,26002.0,271.83,12.35,52.96,4.95,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,28734.0,19780.0,282.06,4.01,23.35,5.28,90.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,18862.0,26056.0,291.68,5.27,34.3,5.87,90.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62712812,2881376,4.39,105616,753160,1311484,1.97,1127604,271208,860,0.28,0.0,0.2,0.08,0.0,0.0,0.0,0.0,0.0,99.45,20.0,17.0,2.89,10.59,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0,128.0,48.68,19.84,0.0,0.0,0.0,1593.0,1720.0,5083.51,12548.73,0.0,0.0,0.0,4831.0,5287.0,26621.87,38651.3,0.0,0.0,0.0,1490.0,1857.0,3949.85,13740.59,0.0,0.0,0.0
10/04 17:34:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,97855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29804,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,17450.0,26758.0,266.31,10.91,55.05,6.02,100.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,113.0,14618.0,18352.0,291.77,2.19,17.3,6.32,71.4,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,122.0,12142.0,19322.0,257.9,3.34,23.84,6.84,83.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62710616,2883572,4.4,105616,753244,1311016,1.97,1127144,271216,988,0.23,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,99.6,14.0,13.0,2.49,9.68,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.0,111.0,48.35,16.57,0.0,0.0,0.0,1511.0,1512.0,5404.36,10818.34,0.0,0.0,0.0,3671.0,3239.0,19925.86,22366.63,0.0,0.0,0.0,1496.0,1392.0,5379.86,9809.61,0.0,0.0,0.0
10/04 17:34:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,97855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29804,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,24208.0,19162.0,271.06,13.8,90.51,6.25,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,17204.0,30906.0,312.4,6.21,40.18,6.15,94.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,22696.0,28348.0,300.26,8.62,56.92,5.87,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62710580,2883608,4.4,105616,753352,1311232,1.97,1127420,271260,1096,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,99.45,16.0,14.0,2.61,9.91,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,119.0,47.37,17.93,0.0,0.0,0.0,1883.0,2012.0,7443.33,14732.83,0.0,0.0,0.0,4665.0,4277.0,27753.3,32426.11,0.0,0.0,0.0,1658.0,1805.0,5864.73,12905.85,0.0,0.0,0.0
10/04 17:34:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,131211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32704,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,24374.0,24466.0,305.25,11.98,69.36,6.25,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,17574.0,19052.0,286.14,3.64,31.99,6.41,82.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,21164.0,31176.0,306.08,9.18,66.89,5.85,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62710912,2883276,4.4,105624,753428,1310844,1.97,1127376,271320,1144,0.28,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,99.47,15.0,14.0,2.55,10.62,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,119.0,49.75,18.39,0.0,0.0,0.0,1705.0,1877.0,6086.1,13552.15,0.0,0.0,0.0,4671.0,4472.0,27008.44,31878.83,0.0,0.0,0.0,1764.0,1751.0,6641.34,12362.87,0.0,0.0,0.0
