date,IO_LONG_30,REMOTE_IS_UNREACHABLE,Latency_172.18.158.42,IO_LONG_120,IO_SUBMIT_EXCEEDED_LIMIT,SCHEDULER_STUCK,ASYNC_IO_CK_EXCEEDED_LIMIT,IO_LONG_60,RPC_SEND_LINGERED_5SEC,MDM_IS_UNREACHABLE,WRITE_KA_CAUSED_DISCONNECT,SND_ERR_NOT_CONNECTED,IO_TIMEDOUT,RCV_MSG_RPC_NOT_FOUND,RPC_LINGERED_3SEC,CONNECTION_DOWN,IO_LONG_15,RCV_SOCK_IO_ERR,KA_CAUSED_DISCONNECT,NET_CHAN_REJECTED_MSG,RCV_ERR,IO_LONG_1,CON_SND_MSG_ABORTED,IO_LONG_5,RPC_TIMED_OUT,SND_ERR,DROPPED_REQUESTS,RPC_LINGERED_1SEC,NET_CHAN_ESTABLISH_ERROR,Latency_172.16.158.32,SOCKET_DOWN,RCV_TIMEOUT,NET_CHAN_UPDATED,MESSAGE_PEER_ID_MISMATCH,SND_TIMEOUT,NET_CON_CK_EXCEEDED_LIMIT,SND_SOCK_IO_ERR,IO_RETRY_10,SOCKET_CK_EXCEEDED_LIMIT,MALLOC_FAILED,
10/04 17:51:02,0,0,165796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48335,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:04,0,0,165796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48335,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:06,0,0,104926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40612,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:08,0,0,104926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40612,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:10,0,0,195774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23408,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:12,0,0,195774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23408,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:14,0,0,195774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23408,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:16,0,0,136083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24658,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:18,0,0,136083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24658,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:20,0,0,138186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31838,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:22,0,0,138186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31838,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:24,0,0,138186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31838,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:26,0,0,207376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32337,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:28,0,0,207376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32337,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:30,0,0,209403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25986,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:32,0,0,209403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25986,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:34,0,0,209403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25986,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:36,0,0,178883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25326,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:38,0,0,178883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,25326,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:40,0,0,294481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,28335,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:42,0,0,294481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28335,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:44,0,0,294481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28335,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:46,0,0,134670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30181,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:48,0,0,134670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30181,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:50,0,0,234296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32032,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:52,0,0,234296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32032,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:54,0,0,234296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32032,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:56,0,0,241562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29412,0,0,0,0,0,0,0,0,0,0,
10/04 17:51:58,0,0,241562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29412,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:00,0,0,174554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26571,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:02,0,0,174554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26571,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:04,0,0,174554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26571,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:06,0,0,146424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67241,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:08,0,0,146424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67241,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:10,0,0,156072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45486,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:12,0,0,156072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45486,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:14,0,0,156072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45486,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:16,0,0,168895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28347,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:18,0,0,168895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28347,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:20,0,0,152586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:22,0,0,152586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:24,0,0,152586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:26,0,0,196891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28711,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:28,0,0,196891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28711,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:30,0,0,175719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37601,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:32,0,0,175719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37601,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:34,0,0,175719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37601,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:36,0,0,175847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25908,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:38,0,0,175847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25908,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:40,0,0,160261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26226,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:42,0,0,160261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26226,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:44,0,0,160261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,26226,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:46,0,0,250909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23367,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:48,0,0,250909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23367,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:50,0,0,153637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28989,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:52,0,0,153637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28989,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:54,0,0,153637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28989,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:56,0,0,164873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28829,0,0,0,0,0,0,0,0,0,0,
10/04 17:52:58,0,0,164873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28829,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:00,0,0,177129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27826,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:02,0,0,177129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27826,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:04,0,0,177129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27826,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:06,0,0,86182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26688,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:08,0,0,86182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26688,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:10,0,0,146416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53470,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:12,0,0,146416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53470,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:14,0,0,146416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53470,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:16,0,0,156670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40088,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:18,0,0,156670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40088,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:20,0,0,146208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28326,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:22,0,0,146208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28326,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:24,0,0,146208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28326,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:26,0,0,160296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25022,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:28,0,0,160296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25022,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:30,0,0,169009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26044,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:32,0,0,169009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26044,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:34,0,0,169009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26044,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:36,0,0,162451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,35579,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:38,0,0,162451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,35579,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:40,0,0,266374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32321,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:42,0,0,266374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32321,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:44,0,0,266374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32321,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:46,0,0,284073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,25620,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:48,0,0,284073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,25620,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:50,0,0,207559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24588,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:52,0,0,207559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24588,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:54,0,0,207559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24588,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:56,0,0,194671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26422,0,0,0,0,0,0,0,0,0,0,
10/04 17:53:58,0,0,194671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26422,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:00,0,0,187809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32262,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:02,0,0,187809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32262,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:04,0,0,187809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32262,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:06,0,0,189954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34144,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:08,0,0,189954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34144,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:10,0,0,114318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31992,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:12,0,0,114318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31992,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:14,0,0,114318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31992,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:16,0,0,106020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77402,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:18,0,0,106020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77402,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:20,0,0,161270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32602,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:22,0,0,161270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32602,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:24,0,0,161270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32602,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:26,0,0,157527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,34558,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:28,0,0,157527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34558,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:30,0,0,193234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,32756,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:32,0,0,193234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32756,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:34,0,0,193234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32756,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:36,0,0,187104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32305,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:38,0,0,187104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32305,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:40,0,0,138636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29960,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:42,0,0,138636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29960,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:44,0,0,138636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29960,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:46,0,0,174450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25339,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:48,0,0,174450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25339,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:50,0,0,289618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,28901,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:52,0,0,289618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28901,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:54,0,0,289618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28901,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:56,0,0,165396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26672,0,0,0,0,0,0,0,0,0,0,
10/04 17:54:58,0,0,165396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26672,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:00,0,0,195269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29704,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:02,0,0,195269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29704,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:04,0,0,195269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29704,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:06,0,0,159918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28253,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:08,0,0,159918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28253,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:10,0,0,145466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27841,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:12,0,0,145466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27841,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:14,0,0,145466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27841,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:16,0,0,16650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34495,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:18,0,0,16650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34495,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:20,0,0,113121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54095,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:22,0,0,113121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54095,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:24,0,0,113121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54095,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:26,0,0,220203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35656,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:28,0,0,220203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35656,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:30,0,0,31455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26441,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:32,0,0,31455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26441,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:34,0,0,31455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26441,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:37,0,0,150238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32854,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:39,0,0,150238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32854,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:41,0,0,180514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30318,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:43,0,0,180514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30318,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:45,0,0,180514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30318,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:47,0,0,100677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41042,0,0,0,0,0,0,0,0,0,0,
10/04 17:55:49,0,0,100677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41042,0,0,0,0,0,0,0,0,0,0,
